# ---------------------------------- WARNING ----------------------------------
# Some of the data that you have obtained from this South Florida Water Management District
# database may not have received complete review. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that the South Florida Water Management District may not be held liable
# for any damages resulting from its use.
#
# DBHYDRO User Guide: https://www.sfwmd.gov/sites/default/files/documents/dbhydroinsightsuserdocumentation.pdf
#
# DBHYDRO FAQ: https://insights.sfwmd.gov/#/faq
#
# Provisional Data Statement:
# Data are provisional and subject to revision until they have been reviewed and have received approval.
# Current condition data relayed by satellite or other telemetry are not automatically screened for improbable values.
# Provisional data may be inaccurate due to instrument malfunctions or physical changes at the measurement location. 
# Subsequent review based on field inspections and measurements may result in significant revisions to the data.
# Data users are cautioned to consider carefully the provisional nature of the information before using it for decisions that concern 
# personal or public safety or the conduct of business that involves substantial monetary or operational consequences.
# Information concerning the accuracy and appropriate uses of these data or concerning other hydrologic data may be sought
# by contacting the agency to which a data set is attributed.
#
# Contact:   datarequests@sfwmd.gov
#
# Data for the following location(s) are contained in this output:
#        S28_S               S-28 SPILLWAY ON CANAL C-8 AT TIDEWATER
#
#-----------------------------------------------------------------------------
#
# Data provided:
#        agency  dbkey   station      parameter      frequency statistic strata  opNum   recorder  description
#        WMD     LS856   S28_S        GATE           BK        INST      0       2       TELE      S28_S - Telemetry (Radio Network) Instantaneous gate opening (feet) for Gate 2 
#
# Data-value qualification and other codes included in this output are described at: https://insightsdata.sfwmd.gov/#/reference-tables
#
TIMESERIESID,STATION,SOURCE_TIMESERIES,PARAMETER,TIMESTAMP,VALUE,CODE,REVISION_DATE,QUALITY_CODE
"LS856","S28_S","S28-2",GATE,2022-01-01 05:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 06:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 06:24:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 06:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 06:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 07:08:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 07:24:04,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 07:38:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 07:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 08:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 08:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 08:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 08:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 09:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 09:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 09:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 09:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 10:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 10:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 10:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 10:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 11:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 11:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 11:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 11:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 12:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 12:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 12:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 12:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 13:08:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 13:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 13:38:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 13:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 14:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 14:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 14:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 14:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 15:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 15:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 15:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 15:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 16:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 16:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 16:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 16:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 17:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 17:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 17:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 17:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 18:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 18:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 18:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 18:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 19:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 19:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 19:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 19:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 20:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 20:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 20:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 20:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 21:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 21:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 21:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 21:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 22:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 22:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 22:38:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 22:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 23:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 23:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 23:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-01 23:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 00:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 00:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 00:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 00:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 01:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 01:24:04,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 01:38:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 01:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 02:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 02:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 02:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 02:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 03:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 03:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 03:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 03:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 04:08:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 04:24:04,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 04:38:14,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 04:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 05:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 05:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 05:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 05:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 06:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 06:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 06:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 06:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 07:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 07:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 07:38:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 07:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 08:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 08:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 08:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 08:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 09:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 09:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 09:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 09:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 10:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 10:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 10:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 10:54:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 11:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 11:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 11:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 11:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 12:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 12:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 12:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 12:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 13:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 13:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 13:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 13:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 14:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 14:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 14:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 14:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 15:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 15:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 15:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 15:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 16:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 16:10:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 16:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 16:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 16:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 17:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 17:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 17:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 17:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 18:08:19,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 18:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 18:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 18:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 19:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 19:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 19:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 19:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 20:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 20:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 20:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 20:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 21:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 21:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 21:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 21:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 22:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 22:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 22:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 22:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 23:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 23:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 23:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-02 23:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 00:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 00:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 00:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 00:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 01:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 01:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 01:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 01:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 02:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 02:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 02:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 02:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 03:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 03:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 03:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 03:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 04:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 04:24:01,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 04:38:13,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 04:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 05:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 05:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 05:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 05:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 06:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 06:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 06:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 06:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 07:08:19,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 07:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 07:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 07:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 08:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 08:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 08:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 08:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 09:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 09:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 09:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 09:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 10:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 10:23:56,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 10:38:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 10:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 11:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 11:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 11:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 11:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 12:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 12:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 12:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 12:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 13:08:19,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 13:23:59,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 13:38:10,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 13:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 14:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 14:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 14:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 14:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 15:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 15:24:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 15:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 15:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 16:08:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 16:24:01,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 16:38:12,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 16:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 17:08:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 17:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 17:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 17:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 18:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 18:24:04,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 18:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 18:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 19:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 19:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 19:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 19:54:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 20:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 20:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 20:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 20:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 21:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 21:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 21:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 21:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 22:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 22:24:05,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 22:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 22:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 23:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 23:24:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 23:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-03 23:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 00:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 00:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 00:38:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 00:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 01:08:15,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 01:24:02,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 01:38:14,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 01:54:08,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 02:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 02:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 02:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 02:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 03:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 03:24:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 03:38:18,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 03:54:07,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 04:08:17,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 04:24:06,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 04:38:16,0,E, ,A
"LS856","S28_S","S28-2",GATE,2022-01-04 04:54:06,0,E, ,A
