# ---------------------------------- WARNING ----------------------------------
# Some of the data that you have obtained from this South Florida Water Management District
# database may not have received complete review. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that the South Florida Water Management District may not be held liable
# for any damages resulting from its use.
#
# DBHYDRO User Guide: https://www.sfwmd.gov/sites/default/files/documents/dbhydroinsightsuserdocumentation.pdf
#
# DBHYDRO FAQ: https://insights.sfwmd.gov/#/faq
#
# Provisional Data Statement:
# Data are provisional and subject to revision until they have been reviewed and have received approval.
# Current condition data relayed by satellite or other telemetry are not automatically screened for improbable values.
# Provisional data may be inaccurate due to instrument malfunctions or physical changes at the measurement location. 
# Subsequent review based on field inspections and measurements may result in significant revisions to the data.
# Data users are cautioned to consider carefully the provisional nature of the information before using it for decisions that concern 
# personal or public safety or the conduct of business that involves substantial monetary or operational consequences.
# Information concerning the accuracy and appropriate uses of these data or concerning other hydrologic data may be sought
# by contacting the agency to which a data set is attributed.
#
# Contact:   datarequests@sfwmd.gov
#
# Data for the following location(s) are contained in this output:
#        S28_S               S-28 SPILLWAY ON CANAL C-8 AT TIDEWATER
#
#-----------------------------------------------------------------------------
#
# Data provided:
#        agency  dbkey   station      parameter      frequency statistic strata  opNum   recorder  description
#        WMD     LT203   S28_S        GATE           BK        INST      0       1       TELE      S28_S - Telemetry (Radio Network) Instantaneous gate opening (feet) for Gate 1 
#
# Data-value qualification and other codes included in this output are described at: https://insightsdata.sfwmd.gov/#/reference-tables
#
TIMESERIESID,STATION,SOURCE_TIMESERIES,PARAMETER,TIMESTAMP,VALUE,CODE,REVISION_DATE,QUALITY_CODE
"LT203","S28_S","S28-1",GATE,2022-01-01 16:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 16:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 17:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 17:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 17:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 17:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 18:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 18:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 18:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 18:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 19:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 19:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 19:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 19:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 20:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 20:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 20:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 20:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 21:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 21:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 21:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 21:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 22:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 22:24:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 22:38:15,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 22:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 23:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 23:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 23:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-01 23:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 00:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 00:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 00:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 00:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 01:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 01:24:04,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 01:38:15,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 01:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 02:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 02:24:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 02:38:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 02:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 03:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 03:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 03:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 03:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 04:08:15,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 04:24:03,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 04:38:14,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 04:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 05:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 05:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 05:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 05:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 06:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 06:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 06:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 06:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 07:08:15,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 07:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 07:38:14,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 07:54:08,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 08:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 08:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 08:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 08:54:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 09:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 09:24:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 09:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 09:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 10:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 10:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 10:38:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 10:54:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 11:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 11:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 11:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 11:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 12:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 12:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 12:38:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 12:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 13:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 13:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 13:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 13:54:08,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 14:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 14:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 14:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 14:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 15:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 15:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 15:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 15:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 16:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 16:10:08,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 16:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 16:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 16:54:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 17:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 17:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 17:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 17:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 18:08:19,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 18:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 18:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 18:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 19:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 19:24:04,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 19:38:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 19:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 20:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 20:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 20:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 20:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 21:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 21:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 21:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 21:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 22:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 22:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 22:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 22:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 23:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 23:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 23:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-02 23:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:24:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:24:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:24:59,0.231, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:25:25,0.455, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:25:53,0.675, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:26:20,0.895, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:26:47,1.112, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:27:14,1.339, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:27:41,1.561, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:28:08,1.781, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:28:35,2.007, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:29:03,2.232, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:29:31,2.457, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:29:47,2.596, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:38:16,2.596, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 00:54:06,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 01:08:17,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 01:24:06,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 01:38:17,2.596, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 01:54:06,2.596, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:08:18,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:24:05,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:29:17,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:29:49,2.371, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:30:15,2.147, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:30:43,1.923, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:31:10,1.695, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:31:37,1.472, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:32:04,1.246, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:32:31,1.025, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:32:58,0.798, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:33:26,0.574, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:33:53,0.354, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:34:19,0.128, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:34:35,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:38:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 02:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 03:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 03:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 03:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 03:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 04:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 04:24:01,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 04:38:13,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 04:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 05:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 05:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 05:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 05:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 06:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 06:24:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 06:38:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 06:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 07:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 07:24:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 07:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 07:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 08:08:16,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 08:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 08:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 08:54:08,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 09:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 09:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 09:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 09:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 10:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 10:23:56,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 10:38:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 10:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 11:08:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 11:24:05,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 11:38:17,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 11:54:06,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:21:20,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:21:59,0.228, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:22:26,0.45, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:22:53,0.674, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:23:21,0.898, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:23:48,1.114, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:24:06,1.268, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:24:15,1.341, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:24:42,1.567, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:25:10,1.791, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:25:37,2.016, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:26:05,2.242, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:26:33,2.473, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:26:48,2.596, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:38:18,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 12:54:07,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 13:08:19,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 13:23:59,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 13:38:10,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 13:54:06,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 14:08:18,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 14:24:07,2.596, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 14:38:17,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 14:54:07,2.598, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:08:17,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:12:20,2.597, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:12:52,2.366, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:13:20,2.141, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:13:48,1.915, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:14:15,1.69, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:14:42,1.465, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:15:08,1.239, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:15:35,1.022, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:16:02,0.797, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:16:29,0.573, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:16:56,0.351, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:17:23,0.121, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:17:38,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:24:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:38:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 15:54:07,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 16:08:18,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 16:24:01,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 16:38:12,0, , ,A
"LT203","S28_S","S28-1",GATE,2022-01-03 16:54:06,0, , ,A
